,Unnamed: 0,filepaths,pipelines,groups,contrast
3745,4681,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-276_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,276,right-foot
3756,4692,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-276_right-foot_spm-5-0-0_con.nii,spm-5-0-0,276,right-foot
3757,4693,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-276_right-foot_spm-5-0-1_con.nii,spm-5-0-1,276,right-foot
3768,4704,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-277_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,277,right-foot
3769,4705,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-277_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,277,right-foot
3780,4716,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-277_right-foot_spm-5-0-0_con.nii,spm-5-0-0,277,right-foot
3781,4717,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-277_right-foot_spm-5-0-1_con.nii,spm-5-0-1,277,right-foot
3792,4728,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-278_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,278,right-foot
3793,4729,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-278_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,278,right-foot
3804,4740,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-278_right-foot_spm-5-0-0_con.nii,spm-5-0-0,278,right-foot
3805,4741,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-278_right-foot_spm-5-0-1_con.nii,spm-5-0-1,278,right-foot
3816,4752,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-279_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,279,right-foot
3817,4753,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-279_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,279,right-foot
3828,4764,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-279_right-foot_spm-5-0-0_con.nii,spm-5-0-0,279,right-foot
3829,4765,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-279_right-foot_spm-5-0-1_con.nii,spm-5-0-1,279,right-foot
3840,4776,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-27_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,27,right-foot
3841,4777,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-27_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,27,right-foot
3852,4788,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-27_right-foot_spm-5-0-0_con.nii,spm-5-0-0,27,right-foot
3853,4789,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-27_right-foot_spm-5-0-1_con.nii,spm-5-0-1,27,right-foot
3864,4824,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-281_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,281,right-foot
3865,4825,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-281_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,281,right-foot
3876,4836,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-281_right-foot_spm-5-0-0_con.nii,spm-5-0-0,281,right-foot
3877,4837,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-281_right-foot_spm-5-0-1_con.nii,spm-5-0-1,281,right-foot
3888,4848,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-282_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,282,right-foot
3889,4849,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-282_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,282,right-foot
3900,4860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-282_right-foot_spm-5-0-0_con.nii,spm-5-0-0,282,right-foot
3901,4861,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-282_right-foot_spm-5-0-1_con.nii,spm-5-0-1,282,right-foot
3912,4872,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,283,right-foot
3913,4873,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,283,right-foot
3924,4884,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-foot_spm-5-0-0_con.nii,spm-5-0-0,283,right-foot
3925,4885,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-foot_spm-5-0-1_con.nii,spm-5-0-1,283,right-foot
3936,4896,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,284,right-foot
3937,4897,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,284,right-foot
3948,4908,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-foot_spm-5-0-0_con.nii,spm-5-0-0,284,right-foot
3949,4909,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-foot_spm-5-0-1_con.nii,spm-5-0-1,284,right-foot
3960,4920,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,285,right-foot
3961,4921,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,285,right-foot
3972,4932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-foot_spm-5-0-0_con.nii,spm-5-0-0,285,right-foot
3973,4933,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-foot_spm-5-0-1_con.nii,spm-5-0-1,285,right-foot
3984,4944,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,286,right-foot
3985,4945,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,286,right-foot
3996,4956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-foot_spm-5-0-0_con.nii,spm-5-0-0,286,right-foot
3997,4957,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-foot_spm-5-0-1_con.nii,spm-5-0-1,286,right-foot
4008,4968,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,287,right-foot
4009,4969,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,287,right-foot
4020,4980,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-foot_spm-5-0-0_con.nii,spm-5-0-0,287,right-foot
4021,4981,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-foot_spm-5-0-1_con.nii,spm-5-0-1,287,right-foot
4032,4992,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,288,right-foot
4033,4993,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,288,right-foot
4044,5004,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-foot_spm-5-0-0_con.nii,spm-5-0-0,288,right-foot
4045,5005,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-foot_spm-5-0-1_con.nii,spm-5-0-1,288,right-foot
4056,5016,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,289,right-foot
4057,5017,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,289,right-foot
4068,5028,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-foot_spm-5-0-0_con.nii,spm-5-0-0,289,right-foot
4069,5029,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-foot_spm-5-0-1_con.nii,spm-5-0-1,289,right-foot
4080,5040,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,28,right-foot
4081,5041,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,28,right-foot
4092,5052,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-foot_spm-5-0-0_con.nii,spm-5-0-0,28,right-foot
4093,5053,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-foot_spm-5-0-1_con.nii,spm-5-0-1,28,right-foot
4104,5064,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,290,right-foot
4105,5065,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,290,right-foot
4116,5076,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-foot_spm-5-0-0_con.nii,spm-5-0-0,290,right-foot
4117,5077,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-foot_spm-5-0-1_con.nii,spm-5-0-1,290,right-foot
4128,5088,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,291,right-foot
4129,5089,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,291,right-foot
4140,5100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-foot_spm-5-0-0_con.nii,spm-5-0-0,291,right-foot
4141,5101,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-foot_spm-5-0-1_con.nii,spm-5-0-1,291,right-foot
4152,5112,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,292,right-foot
4153,5113,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,292,right-foot
4164,5124,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-foot_spm-5-0-0_con.nii,spm-5-0-0,292,right-foot
4165,5125,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-foot_spm-5-0-1_con.nii,spm-5-0-1,292,right-foot
4176,5160,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,294,right-foot
4177,5161,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,294,right-foot
4188,5172,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-foot_spm-5-0-0_con.nii,spm-5-0-0,294,right-foot
4189,5173,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-foot_spm-5-0-1_con.nii,spm-5-0-1,294,right-foot
4200,5232,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,297,right-foot
4201,5233,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,297,right-foot
4212,5244,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-foot_spm-5-0-0_con.nii,spm-5-0-0,297,right-foot
4213,5245,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-foot_spm-5-0-1_con.nii,spm-5-0-1,297,right-foot
4224,5256,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,298,right-foot
4225,5257,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,298,right-foot
4236,5268,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-foot_spm-5-0-0_con.nii,spm-5-0-0,298,right-foot
4237,5269,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-foot_spm-5-0-1_con.nii,spm-5-0-1,298,right-foot
4248,5280,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,299,right-foot
4249,5281,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,299,right-foot
4260,5292,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-foot_spm-5-0-0_con.nii,spm-5-0-0,299,right-foot
4261,5293,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-foot_spm-5-0-1_con.nii,spm-5-0-1,299,right-foot
4272,5304,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,29,right-foot
4273,5305,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,29,right-foot
4284,5316,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-foot_spm-5-0-0_con.nii,spm-5-0-0,29,right-foot
4285,5317,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-foot_spm-5-0-1_con.nii,spm-5-0-1,29,right-foot
4296,5328,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,2,right-foot
4297,5329,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,2,right-foot
4308,5340,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-foot_spm-5-0-0_con.nii,spm-5-0-0,2,right-foot
4309,5341,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-foot_spm-5-0-1_con.nii,spm-5-0-1,2,right-foot
4320,5352,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,300,right-foot
4321,5353,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,300,right-foot
4332,5364,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-foot_spm-5-0-0_con.nii,spm-5-0-0,300,right-foot
4333,5365,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-foot_spm-5-0-1_con.nii,spm-5-0-1,300,right-foot
4344,5376,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,301,right-foot
4345,5377,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,301,right-foot
4356,5388,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-foot_spm-5-0-0_con.nii,spm-5-0-0,301,right-foot
4357,5389,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-foot_spm-5-0-1_con.nii,spm-5-0-1,301,right-foot
4368,5400,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,302,right-foot
4369,5401,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,302,right-foot
4380,5412,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-foot_spm-5-0-0_con.nii,spm-5-0-0,302,right-foot
4381,5413,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-foot_spm-5-0-1_con.nii,spm-5-0-1,302,right-foot
4392,5448,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,304,right-foot
4393,5449,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,304,right-foot
4404,5460,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-foot_spm-5-0-0_con.nii,spm-5-0-0,304,right-foot
4405,5461,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-foot_spm-5-0-1_con.nii,spm-5-0-1,304,right-foot
4416,5472,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,305,right-foot
4417,5473,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,305,right-foot
4428,5484,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-foot_spm-5-0-0_con.nii,spm-5-0-0,305,right-foot
4429,5485,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-foot_spm-5-0-1_con.nii,spm-5-0-1,305,right-foot
4440,5496,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,306,right-foot
4441,5497,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,306,right-foot
4452,5508,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-foot_spm-5-0-0_con.nii,spm-5-0-0,306,right-foot
4453,5509,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-foot_spm-5-0-1_con.nii,spm-5-0-1,306,right-foot
4464,5520,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,307,right-foot
4465,5521,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,307,right-foot
4476,5532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-foot_spm-5-0-0_con.nii,spm-5-0-0,307,right-foot
4477,5533,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-foot_spm-5-0-1_con.nii,spm-5-0-1,307,right-foot
4488,5544,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,308,right-foot
4489,5545,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,308,right-foot
4500,5556,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-foot_spm-5-0-0_con.nii,spm-5-0-0,308,right-foot
4501,5557,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-foot_spm-5-0-1_con.nii,spm-5-0-1,308,right-foot
4512,5568,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,309,right-foot
4513,5569,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,309,right-foot
4524,5580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-foot_spm-5-0-0_con.nii,spm-5-0-0,309,right-foot
4525,5581,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-foot_spm-5-0-1_con.nii,spm-5-0-1,309,right-foot
4536,5592,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,30,right-foot
4537,5593,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,30,right-foot
4548,5604,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-foot_spm-5-0-0_con.nii,spm-5-0-0,30,right-foot
4549,5605,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-foot_spm-5-0-1_con.nii,spm-5-0-1,30,right-foot
4560,5616,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,310,right-foot
4561,5617,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,310,right-foot
4572,5628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-foot_spm-5-0-0_con.nii,spm-5-0-0,310,right-foot
4573,5629,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-foot_spm-5-0-1_con.nii,spm-5-0-1,310,right-foot
4584,5640,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,311,right-foot
4585,5641,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,311,right-foot
4596,5652,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-foot_spm-5-0-0_con.nii,spm-5-0-0,311,right-foot
4597,5653,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-foot_spm-5-0-1_con.nii,spm-5-0-1,311,right-foot
4608,5664,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,312,right-foot
4609,5665,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,312,right-foot
4620,5676,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-foot_spm-5-0-0_con.nii,spm-5-0-0,312,right-foot
4621,5677,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-foot_spm-5-0-1_con.nii,spm-5-0-1,312,right-foot
4632,5688,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,313,right-foot
4633,5689,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,313,right-foot
4644,5700,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-foot_spm-5-0-0_con.nii,spm-5-0-0,313,right-foot
4645,5701,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-foot_spm-5-0-1_con.nii,spm-5-0-1,313,right-foot
4656,5712,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,314,right-foot
4657,5713,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,314,right-foot
4668,5724,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-foot_spm-5-0-0_con.nii,spm-5-0-0,314,right-foot
4669,5725,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-foot_spm-5-0-1_con.nii,spm-5-0-1,314,right-foot
4680,5760,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,316,right-foot
4681,5761,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,316,right-foot
4692,5772,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-foot_spm-5-0-0_con.nii,spm-5-0-0,316,right-foot
4693,5773,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-foot_spm-5-0-1_con.nii,spm-5-0-1,316,right-foot
4704,5784,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,317,right-foot
4705,5785,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-foot_fsl-5-0-1_con.nii,fsl-5-0-1,317,right-foot
4716,5796,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-foot_spm-5-0-0_con.nii,spm-5-0-0,317,right-foot
4717,5797,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-foot_spm-5-0-1_con.nii,spm-5-0-1,317,right-foot
4728,5808,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-318_right-foot_fsl-5-0-0_con.nii,fsl-5-0-0,318,right-foot
